Flight Date,Airline,From,To,Flight Duration (min),Price
25.12.2023,Türk Hava Yolları,IST,MLX,105,"1197,99"
25.12.2023,Türk Hava Yolları,IST,MLX,105,"1297,99"
25.12.2023,Türk Hava Yolları,IST,DLM,85,"1297,99"
25.12.2023,Türk Hava Yolları,IST,DLM,80,"1397,99"
25.12.2023,Türk Hava Yolları,IST,BJV,80,"1197,99"
25.12.2023,Türk Hava Yolları,IST,BJV,80,"1297,99"
25.12.2023,Türk Hava Yolları,IST,NAV,80,"1704,99"
25.12.2023,Türk Hava Yolları,IST,NAV,80,"1704,99"
25.12.2023,Türk Hava Yolları,IST,OGU,105,"1197,99"
25.12.2023,Türk Hava Yolları,IST,OGU,105,"1297,99"
25.12.2023,Türk Hava Yolları,IST,RZV,115,"1397,99"
25.12.2023,Türk Hava Yolları,IST,RZV,115,"1397,99"
25.12.2023,Türk Hava Yolları,IST,SZF,85,"1297,99"
25.12.2023,Türk Hava Yolları,IST,SZF,90,"1497,99"
25.12.2023,Türk Hava Yolları,IST,NOP,85,"1197,99"
25.12.2023,Türk Hava Yolları,IST,VAS,90,"884,99"
25.12.2023,Türk Hava Yolları,IST,VAS,95,"884,99"
25.12.2023,Türk Hava Yolları,IST,GNY,115,"1497,99"
25.12.2023,Türk Hava Yolları,IST,GNY,115,"1497,99"
25.12.2023,Türk Hava Yolları,IST,TZX,105,"1397,99"
25.12.2023,Türk Hava Yolları,IST,TZX,110,"1397,99"
25.12.2023,Türk Hava Yolları,IST,VAN,130,"1704,99"
25.12.2023,Türk Hava Yolları,IST,VAN,130,"1704,99"
25.12.2023,Pegasus,SAW,ADB,70,"800,99"
25.12.2023,Pegasus,SAW,ADB,70,"800,99"
25.12.2023,Anadolujet,SAW,ADB,70,"841,99"
25.12.2023,Anadolujet,SAW,ADB,70,"841,99"
25.12.2023,Anadolujet,SAW,KSY,120,"1149,99"
25.12.2023,Pegasus,SAW,KSY,130,"1636,99"
25.12.2023,Anadolujet,SAW,ASR,80,"841,99"
25.12.2023,Anadolujet,SAW,ASR,80,"941,99"
25.12.2023,Pegasus,SAW,ASR,85,"994,99"
25.12.2023,Pegasus,SAW,ASR,90,"994,99"
25.12.2023,Anadolujet,SAW,KYA,80,"530,99"
25.12.2023,Pegasus,SAW,KYA,80,"594,99"
25.12.2023,Pegasus,SAW,KYA,80,"641,99"
25.12.2023,Anadolujet,SAW,MLX,100,"1050,99"
25.12.2023,Pegasus,SAW,MLX,105,"1147,99"
25.12.2023,Pegasus,SAW,DLM,85,"743,99"
25.12.2023,Anadolujet,SAW,DLM,80,"841,99"
25.12.2023,Pegasus,SAW,DLM,85,"842,99"
25.12.2023,Anadolujet,SAW,BJV,80,"941,99"
25.12.2023,Anadolujet,SAW,BJV,80,"941,99"
25.12.2023,Pegasus,SAW,BJV,80,"993,99"
25.12.2023,Pegasus,SAW,BJV,80,"993,99"
25.12.2023,Anadolujet,SAW,NAV,75,"1149,99"
25.12.2023,Pegasus,SAW,OGU,100,"993,99"
25.12.2023,Anadolujet,SAW,OGU,100,"1149,99"
25.12.2023,Anadolujet,SAW,OGU,100,"1249,99"
25.12.2023,Pegasus,SAW,RZV,115,"1147,99"
25.12.2023,Anadolujet,SAW,RZV,110,"1249,99"
25.12.2023,Anadolujet,SAW,RZV,110,"1359,99"
25.12.2023,Anadolujet,SAW,SZF,85,"1149,99"
25.12.2023,Pegasus,SAW,SZF,90,"1186,99"
25.12.2023,Anadolujet,SAW,SZF,85,"1249,99"
25.12.2023,Pegasus,SAW,SZF,90,"1387,99"
25.12.2023,Pegasus,SAW,VAS,95,"991,99"
25.12.2023,Anadolujet,SAW,VAS,85,"1149,99"
25.12.2023,Anadolujet,SAW,GNY,105,"1249,99"
25.12.2023,Pegasus,SAW,TZX,105,"1046,99"
25.12.2023,Pegasus,SAW,TZX,105,"1046,99"
25.12.2023,Anadolujet,SAW,TZX,105,"1050,99"
25.12.2023,Anadolujet,SAW,TZX,105,"1149,99"
25.12.2023,Anadolujet,SAW,VAN,125,"1359,99"
25.12.2023,Pegasus,SAW,VAN,130,"1484,99"
25.12.2023,Anadolujet,SAW,VAN,125,"1509,99"
25.12.2023,Sunexpress,ADB,KSY,130,"1614,99"
25.12.2023,Sunexpress,ADB,ASR,90,"1364,99"
25.12.2023,Sunexpress,ADB,MLX,105,"1464,99"
25.12.2023,Anadolujet,ADB,OGU,105,"1050,99"
25.12.2023,Sunexpress,ADB,SZF,100,"1414,99"
25.12.2023,Pegasus,ADB,TZX,110,"1456,99"
25.12.2023,Sunexpress,ADB,TZX,115,"1464,99"
25.12.2023,Sunexpress,ADB,VAN,130,"1664,99"
26.12.2023,Sunexpress,ADA,AYT,75,"1064,99"
26.12.2023,Sunexpress,ADA,AYT,75,"1514,99"
26.12.2023,Türk Hava Yolları,ADA,IST,110,"1492,99"
26.12.2023,Türk Hava Yolları,ADA,IST,115,"1492,99"
26.12.2023,Pegasus,ADA,SAW,95,"1141,99"
26.12.2023,Anadolujet,ADA,SAW,90,"1144,99"
26.12.2023,Anadolujet,ADA,SAW,95,"1244,99"
26.12.2023,Pegasus,ADA,SAW,95,"1289,99"
26.12.2023,Sunexpress,ADA,ADB,100,"1264,99"
26.12.2023,Sunexpress,ADA,ADB,100,"1314,99"
26.12.2023,Pegasus,ADA,ADB,90,"1329,99"
